PC1,PC2,Class
-22.63549133481026,-7.176379631958296,PRAD
-22.30756429504113,45.42332967959828,BRCA
-4.839592545666367,78.7005935579057,BRCA
-26.805003867876984,-72.72713135284594,PRAD
-15.337390266970914,-25.835585313967133,PRAD
-34.83381665002735,64.48733283414593,BRCA
-35.84317948653306,13.838238311662234,BRCA
77.14579483975949,-73.70904578583058,KIRC
-32.51970347744015,12.788865341821323,BRCA
-31.933203438804917,-23.825121795536923,PRAD
-45.53238773417499,-42.85116003265671,PRAD
28.362825989837077,42.96349567160061,BRCA
-47.231382933671114,-92.36805637125435,BRCA
-2.6898639098372246,60.43848120402536,BRCA
-29.25676953578935,-12.58689008515248,PRAD
-65.2700621823982,-24.84533612913561,COAD
-6.798916930185636,59.048220191978906,BRCA
18.383420723605788,27.39672962992356,PRAD
-10.491896485863277,17.82360816977726,BRCA
-20.242238425344386,30.916159340623533,BRCA
97.32318584443279,-15.251723798541336,KIRC
2.1473205126512007,49.74744476210376,BRCA
74.45979994356748,-58.98120268990963,KIRC
-16.01825416507623,2.102642789783601,LUAD
101.59076196435147,-10.834429418930945,KIRC
-21.773646159258618,-27.363004430112458,LUAD
-48.69402162529885,-24.061941091608986,COAD
-23.467575619951937,-26.847943829165203,LUAD
2.8342789921793585,23.781192750994926,LUAD
-74.54384757126854,-109.41843744173961,PRAD
13.408422989653758,55.8798107647769,BRCA
-3.1812148931413122,7.272620202708152,LUAD
-20.073817119931995,-21.96636601960251,PRAD
-6.085138559594325,41.41838500193183,BRCA
92.21330277068175,-35.12946193727663,KIRC
99.63993360451471,-1.3144407186347498,KIRC
85.9050608781025,-36.334166394125845,KIRC
20.021336262411104,53.65464716095023,BRCA
-18.364745026115752,68.70563732601164,BRCA
6.955541875629676,-3.515399993909286,LUAD
83.36302089196656,-26.02521808602746,KIRC
-18.749972773732395,-24.22837305664496,LUAD
-45.94028934637007,19.672052383746273,BRCA
-10.838833785663123,-10.684139771040073,PRAD
-6.680625437593754,-45.23039146328756,PRAD
-33.57152103731027,-44.16835583867751,PRAD
3.0704043621160304,42.34441746835121,BRCA
91.64775331187097,-40.51327176306333,KIRC
-38.785545202093566,26.908640886102607,LUAD
-66.32266903318315,-32.72856495294125,COAD
-60.03166621921946,-10.78296665423544,BRCA
-94.00312194450893,-55.752148874837935,COAD
-26.368937614492342,18.58559492173931,BRCA
-42.802242254388155,31.9890491410878,BRCA
71.55170924627626,-49.22405137138345,KIRC
42.28427223141735,-16.36874753091377,LUAD
-19.751322055252242,34.86328744835057,BRCA
64.34114531917209,-37.40815039893755,KIRC
-62.45169708446534,8.955136024197037,COAD
6.57576168104449,64.2357697806618,BRCA
-37.189916654213604,-25.523404269126452,PRAD
19.64014204455051,49.42709289487748,BRCA
39.10529496533835,-50.64093782972792,KIRC
40.918566425704704,21.860508996859675,LUAD
-79.00096073475098,-33.60396425729853,COAD
-5.579547128331218,-77.65810541371154,PRAD
1.840889559042394,53.57784219981687,BRCA
2.9879913791483013,-11.982207055933634,LUAD
-34.64505575014096,-15.990451478971227,LUAD
20.255938677229775,18.625748595368695,LUAD
-15.744851203138595,6.173464496464435,LUAD
-27.643822186180234,58.0324986886204,BRCA
-7.744857050114638,73.41799272950409,BRCA
43.470476845480526,8.540343490565462,LUAD
-6.9478210429761,18.87759181652015,BRCA
18.504209648610942,100.53489109615722,BRCA
-25.12518317588717,5.376232962937688,PRAD
-21.49337202778924,-42.69604304868377,PRAD
18.005328797026362,-21.331853402138922,LUAD
-46.179568110579815,-102.23528186306582,PRAD
6.757960207807432,4.5610756076101975,LUAD
88.97507810556844,-18.54051690028163,KIRC
-7.2191105620933005,5.218765380096378,BRCA
0.7911955385627116,-12.273995828112724,PRAD
0.5630222558574263,1.1084591469464398,LUAD
-70.76280371029935,-16.906422156172663,COAD
76.64878361803333,-73.65561083892563,KIRC
-0.4500362394943065,-0.39387687470268623,LUAD
24.091862838581136,78.64382278978081,BRCA
87.56829192417837,-30.254496043045872,KIRC
-0.2399690639314355,5.487455901021008,LUAD
-28.90670134387726,59.71874003694368,BRCA
-27.84204581525929,-24.175806081432444,LUAD
11.326134853108009,39.121522764314754,BRCA
-36.12656862195605,-45.31831296476378,BRCA
-22.258362715751552,7.386863562930603,BRCA
-10.35711150894136,-19.64408561735724,PRAD
-17.36634102457841,23.666228386875815,BRCA
104.0768387468318,-5.29977911085134,KIRC
-79.4369941765328,-15.272231547126458,COAD
77.38455085227075,-23.350737939526805,KIRC
-0.15262702049478616,46.0925713596828,BRCA
10.049401417598643,-13.847719286158092,PRAD
-52.86343619605586,-2.961843677884054,PRAD
24.921710079513684,-6.915714979038573,PRAD
-8.663471951189559,2.2707532922618716,LUAD
14.34004885732976,1.9355198018701056,LUAD
-12.772761712110992,37.16495226600257,BRCA
-8.947513111411364,-29.79450527329571,LUAD
-1.98073067537728,-21.36448795937783,LUAD
92.82181764390825,-12.530727097034717,KIRC
-50.26633306467699,-59.26742697553382,LUAD
-10.183188315935624,43.94716963301599,PRAD
-7.613438359910836,-46.894422152011465,LUAD
42.13638316521705,39.599091961206206,BRCA
-71.05707931513558,-90.44018267204217,BRCA
-7.844792010897793,88.78757615386507,BRCA
-23.70322198306181,-44.63894036916427,LUAD
0.740775317462175,-29.19317574837267,LUAD
40.16562481188686,30.675058940389118,BRCA
86.06721721738751,-10.18888295581834,KIRC
99.61475021976761,-0.9057598936895674,KIRC
75.34692418987271,-14.27415710424627,KIRC
79.36379796917086,-52.670931225847845,KIRC
-16.13210498191826,36.454496895506125,PRAD
-77.85949258664286,-93.18799606868365,BRCA
-46.720683149960706,-8.450872332286075,PRAD
-16.042131462054208,4.566473300846397,BRCA
17.753001787920905,-16.549620105470957,LUAD
13.969983728721608,-12.671030412107744,LUAD
5.27103528550106,49.33555808062729,BRCA
-20.943116576819083,2.7740653319787123,PRAD
-45.86362805080572,-8.960057502844801,BRCA
-11.661409694077655,-33.75721633557029,PRAD
18.25571535180925,26.404622637368828,BRCA
-22.836370870518518,52.02663493806014,BRCA
6.77782122532037,42.440253744563826,BRCA
17.28532367645545,-11.547262669296494,LUAD
-9.147042728508104,15.47276299552358,BRCA
79.81351577582801,-23.378524169213033,KIRC
4.456468449656428,2.4929734009712416,LUAD
107.06816825622306,-0.3016644570863997,KIRC
92.07915468116295,-16.553294797390695,KIRC
24.715544663778864,11.165371934559216,LUAD
57.24008573586902,87.03014325942888,BRCA
97.97354642886974,-15.53601946804718,KIRC
-32.866836541969384,-27.537974935674445,PRAD
20.33936655417428,38.391148582682305,BRCA
4.861541749497998,1.7838471149294546,LUAD
-50.47960756020157,-92.92432332063761,LUAD
-12.610477310226786,34.34371719306378,PRAD
-78.68838183017373,-25.886789757091048,COAD
-77.50851524809876,-75.2191292855504,BRCA
88.69713796645004,-35.04667443112943,KIRC
17.076091032469478,2.872487742059117,PRAD
80.10278084427945,-25.86005532990374,KIRC
-46.01079283009398,-18.300685794699568,COAD
-12.273129885554638,9.434645822533042,BRCA
85.36559826693875,-37.42014712732101,KIRC
68.72214992248611,-60.590094018747784,KIRC
1.2453956373993005,31.622239608576066,LUAD
-37.01822370790075,-32.972761537974,PRAD
21.00981216261985,-4.327960962449651,PRAD
32.58328542106925,-0.5464001099445865,LUAD
-20.065761921914977,-20.026131457379382,LUAD
90.36010632260161,-40.54266893496345,KIRC
8.192514551934497,23.923428126314857,BRCA
-1.1445766119126863,25.94324451498727,BRCA
-52.62598106724105,-26.76331752380202,COAD
-31.412170141904117,55.014677276008165,BRCA
-33.309972907867234,-20.159850387200034,PRAD
7.6789115682762095,-17.7746555889651,COAD
-4.982323895389149,25.672612766897995,BRCA
-20.506349224293057,-1.1934935008616219,PRAD
88.02803612728721,-25.609563809271055,KIRC
-44.317452367249714,-140.94426738710592,PRAD
-11.251064080448899,18.187926717727326,PRAD
-11.464844917317885,-16.20023943379947,PRAD
16.449534097322253,58.19131261358711,BRCA
-23.36720547400581,11.18311408961685,COAD
-60.31029090052556,-6.264476372304987,COAD
18.70615302259624,26.581225858668006,LUAD
-49.58809225672536,-21.982925255203735,COAD
-56.83134295548249,-31.35861228016769,COAD
-48.02518603951353,-11.988219697488303,PRAD
-9.879636101923753,23.302823378358728,LUAD
-52.07322067994041,34.78183991957396,BRCA
28.48252147595279,34.923209208714816,BRCA
83.15694787989554,-23.182419276235258,KIRC
79.27194008815329,-54.90949750638563,KIRC
-38.67149006301945,39.105961484461524,BRCA
-83.43871067018219,-29.420560488927503,COAD
-60.46893644651997,-138.07935156614946,PRAD
65.97455703637273,-93.9469697494465,KIRC
-17.661225423514512,-27.972659833473585,PRAD
-1.5051310581363926,37.91720568172621,BRCA
-37.40633042508884,75.50363828952997,BRCA
104.41142012543344,5.218358636024364,KIRC
4.941986329798919,79.75884203810666,BRCA
3.554480867822541,71.58800792285196,BRCA
-15.234863395174264,29.814617856377243,BRCA
-86.38957798525298,-108.36427278220292,BRCA
-13.459305535207527,-51.010994392757176,LUAD
-12.043663901080368,11.57156082907432,LUAD
-1.3933944782982373,44.81714536195433,BRCA
10.663482484682893,41.61543016055324,BRCA
-11.945510955184119,38.68010805994251,BRCA
46.653362380068806,-62.76183043645951,KIRC
86.97031142707003,-29.46650896006334,KIRC
89.01510547544275,-7.988424112290965,KIRC
95.8017275622523,-11.043408450349295,KIRC
-36.43509242555118,-51.376801669319505,BRCA
10.053758498833716,58.96107888623675,BRCA
-24.79703878026233,42.35525017832491,BRCA
81.36664534870556,-24.74004603283158,KIRC
7.447564518723701,61.898099915941266,BRCA
6.832517210164111,50.6040617958487,BRCA
-4.238137986116395,-1.3257473016114873,LUAD
-11.774723830956047,-9.936838619607856,PRAD
-14.997970990151911,-13.15460668413999,BRCA
9.117942220538557,48.3186171904999,BRCA
-83.47377545606656,-36.80149035198818,COAD
-19.551600736660152,-12.338286513615271,LUAD
-30.15680804911926,-31.74979774410308,PRAD
-0.9392117358288524,77.83117425747821,BRCA
-2.1021669187310676,61.634043021605315,BRCA
10.007390315189296,40.979116806428074,BRCA
-107.44654123395566,-41.01277889029097,COAD
-1.020535873754687,-7.262194738887701,BRCA
19.129006229979048,31.353126547580505,PRAD
22.138222345082607,57.15720655111151,BRCA
-45.50601351640462,-19.453356186108564,COAD
-53.506101096262086,-25.85703310002742,LUAD
-9.174890147252738,-21.16617248964053,LUAD
-28.87947144692622,2.05165396747286,PRAD
111.01939998365478,-9.473980800695813,KIRC
-25.08373183256464,-12.091730179522138,BRCA
86.08042208323917,-63.530027900270156,KIRC
76.82250670380418,-62.120637724511894,KIRC
49.58276246384824,67.30955625044389,LUAD
-30.154370290363712,-16.796088782172795,COAD
30.359675739428063,-20.330747776714578,KIRC
20.31237379224936,86.26878274610327,BRCA
-2.807115094042864,60.819916035691676,BRCA
-43.09418360279908,40.08461523502484,BRCA
45.78839298449272,53.51222108476044,BRCA
85.91997482327106,-43.8891738824981,KIRC
9.598235401082238,64.50602682080826,BRCA
-9.764433333068023,42.11605648288877,BRCA
-30.729199657838386,-6.835980000306083,PRAD
-36.9156643797273,3.3860580915953893,BRCA
100.3218878311039,-8.39409463394615,KIRC
-0.06950887430118886,46.42871377123784,BRCA
34.89548321537381,-24.06217003475844,LUAD
-16.64404316764185,-15.478471956261583,PRAD
67.99194689592437,-3.800562145727685,KIRC
-19.379420727335347,42.8399987159851,BRCA
-53.68027150600921,-16.764068561177208,PRAD
-68.25135420012909,-13.288257674843408,COAD
-0.44104504897415825,-18.10403721517522,BRCA
-3.5785711172141914,30.45278067088278,BRCA
-34.42700831207727,32.44087992929109,BRCA
-17.157218392525433,-2.8329890942461584,LUAD
-50.73414540610536,-49.37202643591073,LUAD
7.229653609160416,-13.532174504456,LUAD
-0.5213510320432615,72.26528400949694,BRCA
-11.469716088354351,28.985369871060797,BRCA
-14.82096832617526,-31.011140237378537,PRAD
9.98255519147327,15.969543560064308,LUAD
15.631885759506606,89.68534908276249,BRCA
89.34061145431232,-17.352064684137854,KIRC
-6.173456332151529,57.06942745612679,BRCA
-64.28552367315811,-32.19424566587217,COAD
-19.04034059750245,3.0450113842764197,COAD
3.1140147912139,-5.32850555956561,LUAD
-18.928980183841123,29.76952380572718,BRCA
88.76496606694049,-26.758877862343244,KIRC
5.581100982222027,67.37596526177857,BRCA
-32.05362420334168,58.785307022089505,BRCA
-34.380832155410076,-11.365364470550974,BRCA
-66.0106858291482,-19.497895499947077,COAD
-7.492446963796137,-38.435265252916345,LUAD
-47.52948452183888,-26.27578821036745,COAD
25.967017582696553,-57.942942015518355,KIRC
-20.93515680889933,-33.936512573219936,PRAD
97.71163378356303,-7.77437222903559,KIRC
-16.64301530608563,-9.800796831559646,BRCA
27.78998184914853,45.464907412845335,BRCA
92.16989523190738,-25.802532668820568,KIRC
12.63844030006098,37.637696940956026,BRCA
-85.3656034921538,-26.014361031178897,COAD
-27.375747830915646,-25.16441197258775,PRAD
-15.911831733606242,21.546555033620216,LUAD
-40.23382856485121,-22.124367510867824,PRAD
-54.34947082327983,-67.59792141010041,BRCA
91.54801283035604,-15.509351831921851,KIRC
-35.23629773874112,6.480834815928133,PRAD
-7.120460684971814,41.63027083589315,BRCA
-63.27639222517624,-12.10715306322846,COAD
80.01826925397881,-30.837998272511207,KIRC
70.74800718748203,-74.09163816889304,KIRC
-66.67783360940767,-12.510745569718011,COAD
-63.300201607877796,-25.16816025136702,COAD
-38.542064795801686,-47.15481307505415,PRAD
-14.112730801174317,71.74625594966876,BRCA
-62.76980531541258,-53.459736362139544,BRCA
-40.0621806693224,-13.814148464681542,COAD
80.737961091069,-25.414329813580682,KIRC
-53.823785487114336,-70.86412623679252,BRCA
-11.871293624027828,-42.25593511479827,PRAD
-53.725457700511996,3.686762454027333,BRCA
-28.241121961348913,46.6000683650242,BRCA
9.631473931094472,76.38475707739236,BRCA
40.31759368798378,0.41865583775932286,LUAD
-1.8713312252296037,13.182063652455808,LUAD
142.25039646081038,101.37106699772424,KIRC
17.03906506261802,-17.370059810973327,LUAD
4.079699817491595,34.06763558711043,BRCA
84.76263285198401,-23.238088076220127,KIRC
-75.58371877690543,-14.692813662385516,COAD
-7.127605389385877,46.01254284006737,PRAD
-29.328222465569894,45.557022846922486,BRCA
-18.751203227056983,-15.078632498736628,LUAD
-9.400186760677776,-4.988019784484986,PRAD
-33.272767057078504,-12.054554034451849,BRCA
-71.55105223519126,-60.65994999029018,BRCA
3.5452311222337256,62.86101354431987,BRCA
-19.045797259297785,-28.293538569128422,LUAD
5.204913047726521,58.35353837185959,BRCA
-56.698734829594926,-4.009616431296439,BRCA
-9.242546745230939,-35.56501335378061,PRAD
-26.744337834243677,19.68610952939404,BRCA
-21.57931620482463,-11.508623236495819,PRAD
-39.63103581874923,-5.699964872953122,COAD
6.766274085254908,66.58346491739597,BRCA
-30.592005462101547,31.94032098761383,LUAD
-57.65036647362748,45.75210408823857,BRCA
-36.17454760149921,47.650291558699074,BRCA
9.200038263278469,-10.308755712507146,LUAD
-11.534841261633794,40.644699645770416,BRCA
7.669136937110731,18.610182492267416,BRCA
25.579820865734277,100.53793965045028,BRCA
69.42705940972479,-50.88232312744289,KIRC
3.8800333746536344,-2.7778330904454487,LUAD
-0.39988086752980223,28.354795819025487,PRAD
-13.311672903105544,34.60056977736487,BRCA
-13.70890832672313,-16.260070716374774,PRAD
64.74823820362654,-72.9995235982135,KIRC
-36.90194832634507,-30.088705517935065,BRCA
91.48738425778143,-31.726739315381508,KIRC
-81.86920653426719,-56.32777902322713,COAD
-8.351629172658566,92.2641632082195,BRCA
-29.763068312892322,-15.199634516748802,PRAD
11.454352493632292,14.21537639039769,LUAD
89.35770399640067,4.46901540881797,KIRC
-40.28262680745802,36.94868176058578,BRCA
-11.618966607555736,38.24080953329118,BRCA
52.77715418411941,-83.7468309732227,KIRC
-7.588002419084361,56.92942467059431,BRCA
17.398807819976717,19.141985478966724,LUAD
-32.11977434851586,-14.47001599761831,BRCA
-11.245150097301075,41.176182868956346,BRCA
-24.630126481663595,0.9433103773853231,PRAD
-95.75760160453738,-52.09224745344023,COAD
-39.5842122561849,4.202754732535341,BRCA
34.28940673234959,-73.91148647102756,KIRC
3.5134767175372894,12.905336089398782,LUAD
-59.82053715954281,-90.70309990258257,PRAD
-60.06745811707823,9.863840615569995,BRCA
-56.30596535933047,-27.25968605976804,PRAD
10.392108570540252,57.52061294725399,BRCA
6.863301361363895,65.18915815365818,BRCA
17.48773507390568,73.08845365766052,BRCA
-1.9439191196128838,50.38296706429029,BRCA
65.45087616467828,-52.58927863352864,KIRC
44.37119769410264,32.84462930244868,LUAD
-2.5583048501525267,-13.488127176605495,BRCA
92.0475969022419,-18.330224979701242,KIRC
9.489770810870382,64.8364384576815,BRCA
-7.2763458862321695,60.494582347360286,BRCA
-26.60433615527234,-10.063888336116234,LUAD
26.392019032453057,-7.589682675621932,LUAD
53.50826341755236,-52.17160393339995,KIRC
-45.07094015270144,-23.732163065451928,COAD
-13.461610214583828,17.84075424065379,PRAD
-62.06536732615036,-8.93763983382076,COAD
-18.787054544972342,6.610877155437456,BRCA
102.85221302918173,-8.843115921323907,KIRC
98.96936402654651,-9.253946594624217,KIRC
-36.13879751073335,-23.23302192382066,BRCA
-4.66909376568446,-14.882746141410088,PRAD
94.56883098416577,-25.534151355691304,KIRC
-17.96148710861989,-36.794750441890145,COAD
28.932822641047743,13.948248744511975,LUAD
-21.581113615282938,-11.201314118202419,LUAD
-27.961575588985205,75.79767343236784,BRCA
-14.607970980738303,-9.516607210664736,PRAD
-16.635847895331572,8.052776044467251,PRAD
-12.53486072758733,14.962878377121433,BRCA
-15.149142526564358,24.33430285994219,PRAD
23.914082177329767,31.758832561161395,LUAD
69.78269934894374,-58.275020583737096,KIRC
-10.080878135176546,20.367375650365762,PRAD
-16.219989592097427,6.9808160584872505,BRCA
-49.91968924134441,-50.45944988329139,LUAD
-14.626454704298688,23.49877948140747,PRAD
-48.980799149911135,-56.69275192579892,LUAD
13.942296283223389,50.993964060912575,BRCA
-20.947790607215865,37.2929416640617,BRCA
-56.698971354185346,-13.430791857006444,COAD
-15.949595436260319,-41.06667829542946,LUAD
91.2928073522079,-39.24597701062274,KIRC
-58.753808296231426,-9.566391542863498,COAD
-19.274283636652374,-23.657899448873668,LUAD
-35.18063610807602,17.21178476195454,BRCA
-40.97136210723867,-34.25738678230197,PRAD
-19.629820960455316,-57.885161908587506,BRCA
20.002986780269303,15.383926452365113,BRCA
4.32248564707573,15.392185746835938,PRAD
6.561409326982907,63.48815151415522,BRCA
-64.55206542077767,-1.2306899720622961,COAD
10.470752953176802,56.68761212656116,BRCA
-85.4147058766981,-59.30736114134368,COAD
83.22675590643254,-34.140254186849944,KIRC
-13.502829713321848,71.79453915984821,BRCA
3.725073489351507,69.2734917198638,BRCA
-44.62880656119627,2.34883117806607,LUAD
-20.597301373780947,29.55013174690399,LUAD
26.460311357464565,30.52574419261873,LUAD
-27.74260339213422,-23.493621317769414,COAD
99.28998973085969,1.1134703124946341,KIRC
7.846580244939327,13.848482429026587,LUAD
-11.905805602787725,-47.235215033315605,LUAD
6.133620910242043,64.625404591445,BRCA
-0.2458718412003533,35.321459180798875,BRCA
32.30140902174212,-7.367905830354175,KIRC
16.62161886257433,23.197166888552193,PRAD
-29.314221591124426,-39.79599428754445,LUAD
5.958958914661446,18.446974550815593,PRAD
-28.162024033297737,25.700870215720354,BRCA
117.1778628287502,27.872266718300725,KIRC
-64.54036373231085,36.914784335500876,BRCA
68.1269095719097,-48.23069448956371,KIRC
52.83501985277712,-84.74912574924764,KIRC
-37.693159655791995,-59.36232973921773,PRAD
-13.035311815989626,-4.079067843242031,PRAD
24.208475593238283,12.26031022434916,LUAD
-13.032920143738915,9.111733512507433,BRCA
44.45022262915401,-34.271828011922544,KIRC
-67.99431727271676,-21.32327903061967,COAD
-48.51551712519541,-16.709843903268336,COAD
-17.422582563068023,57.83219556083165,BRCA
94.65901780969551,-12.155242992670425,KIRC
98.40739157441628,3.254250215497775,KIRC
27.765251330754747,67.14502257249664,BRCA
-16.655127897214243,8.013309265049172,BRCA
-2.1250689959965885,13.176252632180828,PRAD
57.821895955193156,-33.93369207946571,KIRC
-30.896153642000677,-15.215650153586592,COAD
4.952141722336144,-1.1150152869087406,BRCA
-20.35609695207999,30.376040727990564,BRCA
-54.940561648616345,-39.2454914515829,COAD
-15.050744909752133,-15.781028330215703,LUAD
10.741596620231558,49.42357887246503,BRCA
8.022046535649167,9.95659553780834,BRCA
-23.545754492359457,38.93866171474762,BRCA
96.43078307672027,-25.784686878213574,KIRC
-16.8366812562761,24.636512177938755,PRAD
-29.17624162873331,-22.137369916095356,LUAD
10.26372426030844,-7.476612796442727,LUAD
-55.192234470735904,10.591826664581365,BRCA
68.61435959769457,-59.054757153295654,KIRC
-69.25225208247815,-13.57700539056309,COAD
86.6116008203411,-20.370627381443263,KIRC
104.40480569994502,-5.175370971842977,KIRC
-48.13560761184858,-0.1666899225085481,BRCA
-8.428096971970174,-33.41966204637306,PRAD
-25.08419329641251,-34.96140648619437,LUAD
92.92400950098073,-39.24508047949039,KIRC
-41.56632231988966,42.56285462806135,BRCA
-73.82474679587929,-10.36555562985421,COAD
-29.560221970074334,-49.83081720403585,LUAD
8.985033109268699,-15.725482721905127,LUAD
-12.805668712520482,-12.342564329789727,LUAD
6.557666634564541,4.753124283541796,PRAD
-6.737183369241476,-40.51709191316432,LUAD
69.52101607800005,-61.29365627320588,KIRC
-5.322651891048989,67.14558899085145,BRCA
32.49110915455843,31.038037100643937,BRCA
-65.26202414217173,-8.853296736114427,COAD
-16.669705891569446,-30.081911946591205,PRAD
-18.50567236621705,34.06642626793075,BRCA
30.02674548101235,24.39302009686393,BRCA
-26.78241162185706,50.16549552610292,BRCA
103.37481848594162,-0.4417560478729924,KIRC
5.264155428392494,-33.20431434167701,LUAD
-30.365663757617956,-26.581552194891927,LUAD
-39.57709246203756,-7.313397602967785,BRCA
-26.56040792747597,-0.2932591110171015,PRAD
-29.293017890733463,-13.75941550516885,LUAD
7.473535150105896,28.547622344893043,LUAD
-12.276434055616221,57.11791066423237,BRCA
102.50572823679249,-12.046631774179032,KIRC
-30.317164920270827,7.842243224643984,PRAD
-78.46113489557528,-44.395029867313326,COAD
-14.113982616024602,-38.329799260213164,LUAD
9.752223775731117,6.365519924152827,PRAD
-49.546978293257865,2.968485803153681,COAD
12.810104802398547,-24.88132463473952,LUAD
-81.0286205794585,-41.53318776042314,COAD
77.50977716210483,-24.262403567126988,KIRC
60.19073500245495,-55.940116921130816,KIRC
-11.283637883175652,67.05840406636656,BRCA
-31.44276684597416,39.40296400130175,BRCA
83.49527387886226,-32.34734065877682,KIRC
52.58349363460642,-74.65960424840262,KIRC
-39.75577508368021,0.7472645709800932,COAD
7.407730373803036,46.617277760986035,BRCA
-2.9202867513410413,12.503453863577608,LUAD
-31.24104748862833,-0.40133127337337415,PRAD
-63.712061973689394,-39.23563599872228,PRAD
110.88189796427831,12.055118147459227,KIRC
-31.010672202041455,48.04139216635037,BRCA
-4.606772119299895,-12.08994096561315,LUAD
28.81285376341265,48.1792943946628,BRCA
29.413400288975396,16.560118743288317,BRCA
-49.89449117101186,-8.750855786225122,COAD
-7.38708426750193,-1.0251375161031306,BRCA
-58.95747829904296,-62.8496858692903,PRAD
-17.299229433878445,-18.849675038999287,PRAD
-2.6541455560055294,10.167486762100163,BRCA
18.194911502644246,78.39148655943453,BRCA
-88.61089078098684,-44.75149375736288,COAD
-29.40286795128122,63.207960431119425,BRCA
56.863948799992095,-77.7778020994392,KIRC
-23.33404736827927,52.80503469751466,BRCA
5.130524923131827,-20.465556095819405,BRCA
-18.743397222035693,-10.391685953612129,COAD
0.41870229980360507,37.297132342823005,BRCA
3.772708647854709,-26.27422322597117,PRAD
-35.061209500802,-9.402151025329145,BRCA
-15.799025295831138,58.99275457636702,BRCA
41.636912496250346,-95.09881301697374,KIRC
-40.76093332936903,-38.629440669435766,PRAD
-19.782210215816455,13.456291276307264,LUAD
17.57526435009943,42.99445003944106,BRCA
-3.3295829521303464,64.7854569046723,BRCA
65.02266930752599,-22.568839570629567,KIRC
-23.104776367317328,13.873947026605597,BRCA
